"StichtagDatJahr","DatenstandCd","QuarSort","QuarCd","QuarLang","KreisSort","KreisCd","KreisLang","ProjektStatusSSZPubl1Sort","ProjektStatusSSZPubl1Cd","ProjektStatusSSZPubl1Lang","ArtArbeitenSort","ArtArbeitenCd","ArtArbeitenLang","AnzBauprojekte","BaukostenEffektiv"
2022,"D",44,"044","Hard",4,"4","Kreis 4",2,"2","Bewilligt harmonisiert",1,"N","Neubau",1,K
2022,"D",44,"044","Hard",4,"4","Kreis 4",3,"3","Baubegonnen",1,"N","Neubau",3,91633
2022,"D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","Bewilligt harmonisiert",1,"N","Neubau",1,K
2022,"D",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","Baubegonnen",1,"N","Neubau",1,K
2022,"D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","Baubegonnen",1,"N","Neubau",3,K
2022,"D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","Bewilligt harmonisiert",1,"N","Neubau",8,79639
2022,"D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Baubegonnen",1,"N","Neubau",9,189636
2022,"D",63,"063","Oberstrass",6,"6","Kreis 6",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,63700
2022,"D",63,"063","Oberstrass",6,"6","Kreis 6",3,"3","Baubegonnen",1,"N","Neubau",4,22855
2022,"D",71,"071","Fluntern",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",7,108381
2022,"D",71,"071","Fluntern",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",7,599200
2022,"D",72,"072","Hottingen",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2022,"D",72,"072","Hottingen",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",4,K
2022,"D",73,"073","Hirslanden",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",5,K
2022,"D",73,"073","Hirslanden",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",1,K
2022,"D",74,"074","Witikon",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",6,41522
2022,"D",74,"074","Witikon",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",12,128512
2022,"D",81,"081","Seefeld",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,K
2022,"D",82,"082","Mühlebach",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2022,"D",82,"082","Mühlebach",8,"8","Kreis 8",3,"3","Baubegonnen",1,"N","Neubau",2,K
2022,"D",83,"083","Weinegg",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",8,41923
2022,"D",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Baubegonnen",1,"N","Neubau",3,K
2022,"D",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Bewilligt harmonisiert",1,"N","Neubau",13,215678
2022,"D",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Baubegonnen",1,"N","Neubau",11,247991
2022,"D",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Bewilligt harmonisiert",1,"N","Neubau",15,121824
2022,"D",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Baubegonnen",1,"N","Neubau",22,499340
2022,"D",101,"101","Höngg",10,"10","Kreis 10",2,"2","Bewilligt harmonisiert",1,"N","Neubau",10,220388
2022,"D",101,"101","Höngg",10,"10","Kreis 10",3,"3","Baubegonnen",1,"N","Neubau",6,44441
2022,"D",102,"102","Wipkingen",10,"10","Kreis 10",2,"2","Bewilligt harmonisiert",1,"N","Neubau",7,52497
2022,"D",102,"102","Wipkingen",10,"10","Kreis 10",3,"3","Baubegonnen",1,"N","Neubau",6,46625
2022,"D",111,"111","Affoltern",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",6,139912
2022,"D",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",9,264515
2022,"D",115,"115","Oerlikon",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",18,127347
2022,"D",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",13,224720
2022,"D",119,"119","Seebach",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",16,408338
2022,"D",119,"119","Seebach",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",12,656022
2022,"D",121,"121","Saatlen",12,"12","Kreis 12",2,"2","Bewilligt harmonisiert",1,"N","Neubau",1,K
2022,"D",121,"121","Saatlen",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",1,K
2022,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,K
2022,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",5,110750
2022,"D",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Bewilligt harmonisiert",1,"N","Neubau",5,70732
2022,"D",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",2,K
2023,"D",12,"012","Hochschulen",1,"1","Kreis 1",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2023,"D",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Bewilligt harmonisiert",1,"N","Neubau",16,204540
2023,"D",21,"021","Wollishofen",2,"2","Kreis 2",3,"3","Baubegonnen",1,"N","Neubau",17,211467
2023,"D",23,"023","Leimbach",2,"2","Kreis 2",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2023,"D",23,"023","Leimbach",2,"2","Kreis 2",3,"3","Baubegonnen",1,"N","Neubau",3,24749
2023,"D",24,"024","Enge",2,"2","Kreis 2",2,"2","Bewilligt harmonisiert",1,"N","Neubau",11,K
2023,"D",24,"024","Enge",2,"2","Kreis 2",3,"3","Baubegonnen",1,"N","Neubau",5,253971
2023,"D",31,"031","Alt-Wiedikon",3,"3","Kreis 3",2,"2","Bewilligt harmonisiert",1,"N","Neubau",6,462303
2023,"D",31,"031","Alt-Wiedikon",3,"3","Kreis 3",3,"3","Baubegonnen",1,"N","Neubau",5,K
2023,"D",33,"033","Friesenberg",3,"3","Kreis 3",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,83087
2023,"D",33,"033","Friesenberg",3,"3","Kreis 3",3,"3","Baubegonnen",1,"N","Neubau",5,109764
2023,"D",34,"034","Sihlfeld",3,"3","Kreis 3",2,"2","Bewilligt harmonisiert",1,"N","Neubau",15,135276
2023,"D",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","Baubegonnen",1,"N","Neubau",2,K
2023,"D",41,"041","Werd",4,"4","Kreis 4",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2023,"D",41,"041","Werd",4,"4","Kreis 4",3,"3","Baubegonnen",1,"N","Neubau",2,K
2023,"D",42,"042","Langstrasse",4,"4","Kreis 4",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,6709
2023,"D",44,"044","Hard",4,"4","Kreis 4",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,K
2023,"D",44,"044","Hard",4,"4","Kreis 4",3,"3","Baubegonnen",1,"N","Neubau",1,K
2023,"D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2023,"D",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","Baubegonnen",1,"N","Neubau",1,K
2023,"D",52,"052","Escher Wyss",5,"5","Kreis 5",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,K
2023,"D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","Baubegonnen",1,"N","Neubau",3,K
2023,"D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","Bewilligt harmonisiert",1,"N","Neubau",10,123071
2023,"D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Baubegonnen",1,"N","Neubau",14,272102
2023,"D",63,"063","Oberstrass",6,"6","Kreis 6",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,15500
2023,"D",63,"063","Oberstrass",6,"6","Kreis 6",3,"3","Baubegonnen",1,"N","Neubau",6,81300
2023,"D",71,"071","Fluntern",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",14,132709
2023,"D",71,"071","Fluntern",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",10,644500
2023,"D",72,"072","Hottingen",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",6,10859
2023,"D",72,"072","Hottingen",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",5,55800
2023,"D",73,"073","Hirslanden",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",5,41140
2023,"D",73,"073","Hirslanden",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",3,22074
2023,"D",74,"074","Witikon",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",10,128315
2023,"D",74,"074","Witikon",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",6,78025
2023,"D",81,"081","Seefeld",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,K
2023,"D",81,"081","Seefeld",8,"8","Kreis 8",3,"3","Baubegonnen",1,"N","Neubau",2,K
2023,"D",82,"082","Mühlebach",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2023,"D",82,"082","Mühlebach",8,"8","Kreis 8",3,"3","Baubegonnen",1,"N","Neubau",2,K
2023,"D",83,"083","Weinegg",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",5,21160
2023,"D",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Baubegonnen",1,"N","Neubau",8,655350
2023,"D",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Bewilligt harmonisiert",1,"N","Neubau",23,304557
2023,"D",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Baubegonnen",1,"N","Neubau",6,207368
2023,"D",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Bewilligt harmonisiert",1,"N","Neubau",17,253484
2023,"D",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Baubegonnen",1,"N","Neubau",24,396814
2023,"D",101,"101","Höngg",10,"10","Kreis 10",2,"2","Bewilligt harmonisiert",1,"N","Neubau",21,236790
2023,"D",101,"101","Höngg",10,"10","Kreis 10",3,"3","Baubegonnen",1,"N","Neubau",9,226206
2023,"D",102,"102","Wipkingen",10,"10","Kreis 10",2,"2","Bewilligt harmonisiert",1,"N","Neubau",7,72705
2023,"D",102,"102","Wipkingen",10,"10","Kreis 10",3,"3","Baubegonnen",1,"N","Neubau",5,31942
2023,"D",111,"111","Affoltern",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",9,119119
2023,"D",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",8,301843
2023,"D",115,"115","Oerlikon",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",24,342723
2023,"D",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",16,194001
2023,"D",119,"119","Seebach",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",13,325570
2023,"D",119,"119","Seebach",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",16,656793
2023,"D",121,"121","Saatlen",12,"12","Kreis 12",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,221050
2023,"D",121,"121","Saatlen",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",1,K
2023,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Bewilligt harmonisiert",1,"N","Neubau",10,147552
2023,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",6,K
2023,"D",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,100679
2023,"D",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",8,110215
2024,"D",13,"013","Lindenhof",1,"1","Kreis 1",3,"3","Baubegonnen",1,"N","Neubau",1,K
2024,"D",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Bewilligt harmonisiert",1,"N","Neubau",13,153519
2024,"D",21,"021","Wollishofen",2,"2","Kreis 2",3,"3","Baubegonnen",1,"N","Neubau",12,129920
2024,"D",23,"023","Leimbach",2,"2","Kreis 2",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2024,"D",23,"023","Leimbach",2,"2","Kreis 2",3,"3","Baubegonnen",1,"N","Neubau",2,K
2024,"D",24,"024","Enge",2,"2","Kreis 2",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,K
2024,"D",24,"024","Enge",2,"2","Kreis 2",3,"3","Baubegonnen",1,"N","Neubau",6,K
2024,"D",31,"031","Alt-Wiedikon",3,"3","Kreis 3",2,"2","Bewilligt harmonisiert",1,"N","Neubau",12,552602
2024,"D",31,"031","Alt-Wiedikon",3,"3","Kreis 3",3,"3","Baubegonnen",1,"N","Neubau",4,20735
2024,"D",33,"033","Friesenberg",3,"3","Kreis 3",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2024,"D",33,"033","Friesenberg",3,"3","Kreis 3",3,"3","Baubegonnen",1,"N","Neubau",4,96584
2024,"D",34,"034","Sihlfeld",3,"3","Kreis 3",2,"2","Bewilligt harmonisiert",1,"N","Neubau",10,K
2024,"D",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","Baubegonnen",1,"N","Neubau",4,99654
2024,"D",41,"041","Werd",4,"4","Kreis 4",3,"3","Baubegonnen",1,"N","Neubau",3,22220
2024,"D",42,"042","Langstrasse",4,"4","Kreis 4",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,24100
2024,"D",44,"044","Hard",4,"4","Kreis 4",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,76538
2024,"D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","Bewilligt harmonisiert",1,"N","Neubau",1,K
2024,"D",51,"051","Gewerbeschule",5,"5","Kreis 5",3,"3","Baubegonnen",1,"N","Neubau",2,K
2024,"D",52,"052","Escher Wyss",5,"5","Kreis 5",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,K
2024,"D",52,"052","Escher Wyss",5,"5","Kreis 5",3,"3","Baubegonnen",1,"N","Neubau",1,K
2024,"D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","Bewilligt harmonisiert",1,"N","Neubau",5,85282
2024,"D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Baubegonnen",1,"N","Neubau",11,163679
2024,"D",63,"063","Oberstrass",6,"6","Kreis 6",2,"2","Bewilligt harmonisiert",1,"N","Neubau",5,35175
2024,"D",63,"063","Oberstrass",6,"6","Kreis 6",3,"3","Baubegonnen",1,"N","Neubau",4,68100
2024,"D",71,"071","Fluntern",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",11,126899
2024,"D",71,"071","Fluntern",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",10,630910
2024,"D",72,"072","Hottingen",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,7700
2024,"D",72,"072","Hottingen",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",5,57457
2024,"D",73,"073","Hirslanden",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",6,37640
2024,"D",73,"073","Hirslanden",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",3,23644
2024,"D",74,"074","Witikon",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",16,150700
2024,"D",74,"074","Witikon",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",8,102469
2024,"D",81,"081","Seefeld",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2024,"D",81,"081","Seefeld",8,"8","Kreis 8",3,"3","Baubegonnen",1,"N","Neubau",4,88500
2024,"D",82,"082","Mühlebach",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2024,"D",82,"082","Mühlebach",8,"8","Kreis 8",3,"3","Baubegonnen",1,"N","Neubau",1,K
2024,"D",83,"083","Weinegg",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,21082
2024,"D",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Baubegonnen",1,"N","Neubau",3,K
2024,"D",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Bewilligt harmonisiert",1,"N","Neubau",10,322565
2024,"D",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Baubegonnen",1,"N","Neubau",17,332072
2024,"D",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Bewilligt harmonisiert",1,"N","Neubau",21,374254
2024,"D",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Baubegonnen",1,"N","Neubau",21,464891
2024,"D",101,"101","Höngg",10,"10","Kreis 10",2,"2","Bewilligt harmonisiert",1,"N","Neubau",25,236648
2024,"D",101,"101","Höngg",10,"10","Kreis 10",3,"3","Baubegonnen",1,"N","Neubau",8,232983
2024,"D",102,"102","Wipkingen",10,"10","Kreis 10",2,"2","Bewilligt harmonisiert",1,"N","Neubau",6,51000
2024,"D",102,"102","Wipkingen",10,"10","Kreis 10",3,"3","Baubegonnen",1,"N","Neubau",4,37805
2024,"D",111,"111","Affoltern",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",5,89850
2024,"D",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",7,276988
2024,"D",115,"115","Oerlikon",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",24,377466
2024,"D",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",15,198237
2024,"D",119,"119","Seebach",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",15,147850
2024,"D",119,"119","Seebach",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",16,744499
2024,"D",121,"121","Saatlen",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",4,221050
2024,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Bewilligt harmonisiert",1,"N","Neubau",10,181229
2024,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",6,170100
2024,"D",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Bewilligt harmonisiert",1,"N","Neubau",6,142287
2024,"D",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",7,112857
2025,"D",13,"013","Lindenhof",1,"1","Kreis 1",2,"2","Bewilligt harmonisiert",1,"N","Neubau",1,K
2025,"D",21,"021","Wollishofen",2,"2","Kreis 2",2,"2","Bewilligt harmonisiert",1,"N","Neubau",11,113705
2025,"D",21,"021","Wollishofen",2,"2","Kreis 2",3,"3","Baubegonnen",1,"N","Neubau",13,164252
2025,"D",23,"023","Leimbach",2,"2","Kreis 2",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2025,"D",23,"023","Leimbach",2,"2","Kreis 2",3,"3","Baubegonnen",1,"N","Neubau",4,27732
2025,"D",24,"024","Enge",2,"2","Kreis 2",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,K
2025,"D",24,"024","Enge",2,"2","Kreis 2",3,"3","Baubegonnen",1,"N","Neubau",7,262430
2025,"D",31,"031","Alt-Wiedikon",3,"3","Kreis 3",2,"2","Bewilligt harmonisiert",1,"N","Neubau",8,352500
2025,"D",31,"031","Alt-Wiedikon",3,"3","Kreis 3",3,"3","Baubegonnen",1,"N","Neubau",10,84197
2025,"D",33,"033","Friesenberg",3,"3","Kreis 3",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,85775
2025,"D",33,"033","Friesenberg",3,"3","Kreis 3",3,"3","Baubegonnen",1,"N","Neubau",1,K
2025,"D",34,"034","Sihlfeld",3,"3","Kreis 3",2,"2","Bewilligt harmonisiert",1,"N","Neubau",8,213400
2025,"D",34,"034","Sihlfeld",3,"3","Kreis 3",3,"3","Baubegonnen",1,"N","Neubau",8,K
2025,"D",41,"041","Werd",4,"4","Kreis 4",2,"2","Bewilligt harmonisiert",1,"N","Neubau",1,K
2025,"D",41,"041","Werd",4,"4","Kreis 4",3,"3","Baubegonnen",1,"N","Neubau",1,K
2025,"D",42,"042","Langstrasse",4,"4","Kreis 4",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2025,"D",42,"042","Langstrasse",4,"4","Kreis 4",3,"3","Baubegonnen",1,"N","Neubau",2,K
2025,"D",44,"044","Hard",4,"4","Kreis 4",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,60288
2025,"D",44,"044","Hard",4,"4","Kreis 4",3,"3","Baubegonnen",1,"N","Neubau",1,K
2025,"D",51,"051","Gewerbeschule",5,"5","Kreis 5",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,24620
2025,"D",52,"052","Escher Wyss",5,"5","Kreis 5",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,269780
2025,"D",61,"061","Unterstrass",6,"6","Kreis 6",2,"2","Bewilligt harmonisiert",1,"N","Neubau",5,42177
2025,"D",61,"061","Unterstrass",6,"6","Kreis 6",3,"3","Baubegonnen",1,"N","Neubau",9,K
2025,"D",63,"063","Oberstrass",6,"6","Kreis 6",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,26125
2025,"D",63,"063","Oberstrass",6,"6","Kreis 6",3,"3","Baubegonnen",1,"N","Neubau",2,K
2025,"D",71,"071","Fluntern",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",11,118644
2025,"D",71,"071","Fluntern",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",6,961797
2025,"D",72,"072","Hottingen",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",8,K
2025,"D",72,"072","Hottingen",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",3,14325
2025,"D",73,"073","Hirslanden",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2025,"D",73,"073","Hirslanden",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",3,25920
2025,"D",74,"074","Witikon",7,"7","Kreis 7",2,"2","Bewilligt harmonisiert",1,"N","Neubau",13,143210
2025,"D",74,"074","Witikon",7,"7","Kreis 7",3,"3","Baubegonnen",1,"N","Neubau",12,125445
2025,"D",81,"081","Seefeld",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,K
2025,"D",81,"081","Seefeld",8,"8","Kreis 8",3,"3","Baubegonnen",1,"N","Neubau",4,108900
2025,"D",82,"082","Mühlebach",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2025,"D",82,"082","Mühlebach",8,"8","Kreis 8",3,"3","Baubegonnen",1,"N","Neubau",2,K
2025,"D",83,"083","Weinegg",8,"8","Kreis 8",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,19400
2025,"D",83,"083","Weinegg",8,"8","Kreis 8",3,"3","Baubegonnen",1,"N","Neubau",1,K
2025,"D",91,"091","Albisrieden",9,"9","Kreis 9",2,"2","Bewilligt harmonisiert",1,"N","Neubau",3,18120
2025,"D",91,"091","Albisrieden",9,"9","Kreis 9",3,"3","Baubegonnen",1,"N","Neubau",18,636704
2025,"D",92,"092","Altstetten",9,"9","Kreis 9",2,"2","Bewilligt harmonisiert",1,"N","Neubau",19,565906
2025,"D",92,"092","Altstetten",9,"9","Kreis 9",3,"3","Baubegonnen",1,"N","Neubau",16,257493
2025,"D",101,"101","Höngg",10,"10","Kreis 10",2,"2","Bewilligt harmonisiert",1,"N","Neubau",23,301653
2025,"D",101,"101","Höngg",10,"10","Kreis 10",3,"3","Baubegonnen",1,"N","Neubau",14,292707
2025,"D",102,"102","Wipkingen",10,"10","Kreis 10",2,"2","Bewilligt harmonisiert",1,"N","Neubau",5,43920
2025,"D",102,"102","Wipkingen",10,"10","Kreis 10",3,"3","Baubegonnen",1,"N","Neubau",6,59705
2025,"D",111,"111","Affoltern",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",9,139000
2025,"D",111,"111","Affoltern",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",9,286520
2025,"D",115,"115","Oerlikon",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",17,414761
2025,"D",115,"115","Oerlikon",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",23,272010
2025,"D",119,"119","Seebach",11,"11","Kreis 11",2,"2","Bewilligt harmonisiert",1,"N","Neubau",19,345094
2025,"D",119,"119","Seebach",11,"11","Kreis 11",3,"3","Baubegonnen",1,"N","Neubau",19,521433
2025,"D",121,"121","Saatlen",12,"12","Kreis 12",2,"2","Bewilligt harmonisiert",1,"N","Neubau",2,K
2025,"D",121,"121","Saatlen",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",3,212650
2025,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",2,"2","Bewilligt harmonisiert",1,"N","Neubau",4,K
2025,"D",122,"122","Schwamendingen-Mitte",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",10,211812
2025,"D",123,"123","Hirzenbach",12,"12","Kreis 12",2,"2","Bewilligt harmonisiert",1,"N","Neubau",7,163401
2025,"D",123,"123","Hirzenbach",12,"12","Kreis 12",3,"3","Baubegonnen",1,"N","Neubau",7,213510
